2022/8/16 上午 11:34:13,Members,Index,N/A,Guest
2022/8/16 上午 11:34:13,Home,Index,N/A,Guest
2022/8/16 上午 11:34:20,HomeManager,Login,N/A,Guest
2022/8/16 上午 11:34:38,HomeManager,Login,N/A,Guest
2022/8/16 上午 11:34:38,HomeManager,Index,N/A,Guest
2022/8/16 上午 11:34:40,HomeManager,Index,N/A,Guest
2022/8/16 上午 11:34:42,Members,Index,N/A,Guest
2022/8/16 上午 11:35:20,Members,Edit,1,Guest
2022/8/16 上午 11:35:22,Members,Index,N/A,Guest
2022/8/16 上午 11:35:23,Members,Create,N/A,Guest
2022/8/16 上午 11:35:41,Members,Create,N/A,Guest
2022/8/16 上午 11:35:42,Members,Index,N/A,Guest
2022/8/16 下午 02:18:28,Members,Index,N/A, Guest
2022/8/16 下午 02:18:28,Home,Index,N/A, Guest
2022/8/16 下午 02:18:32,HomeManager,Login,N/A, Guest
2022/8/16 下午 02:18:38,HomeManager,Login,N/A, Guest
2022/8/16 下午 02:18:38,HomeManager,Index,N/A, 1
2022/8/16 下午 02:18:45,Members,Index,N/A, 1
2022/8/16 下午 02:18:47,HomeManager,Logout,N/A, 1
2022/8/16 下午 02:18:47,Home,Index,N/A, Guest
2022/8/16 下午 02:18:54,Members,Index,N/A, Guest
2022/8/16 下午 02:18:55,Home,Index,N/A, Guest
2022/8/16 下午 02:29:00,HomeManager,Login,N/A, Guest
2022/8/16 下午 02:29:23,HomeManager,Login,N/A, Guest
2022/8/16 下午 02:29:23,HomeManager,Index,N/A, 1
2022/8/16 下午 02:29:26,Members,Index,N/A, 1
2022/8/16 下午 02:29:27,Members,Details,2, 1
2022/8/16 下午 03:18:54,Members,Index,N/A, Guest
2022/8/16 下午 03:18:55,Home,Index,N/A, Guest
2022/8/18 上午 11:12:45,Members,Index,N/A, Guest
2022/8/18 上午 11:12:45,Home,Index,N/A, Guest
2022/8/18 上午 11:12:51,HomeManager,Login,N/A, Guest
2022/8/18 上午 11:15:29,HomeManager,Login,N/A, Guest
2022/8/18 上午 11:15:29,HomeManager,Index,N/A, 1
2022/8/18 上午 11:15:33,Members,Index,N/A, 1
2022/8/18 上午 11:15:42,Members,Create,N/A, 1
2022/8/18 上午 11:18:35,Members,Create,N/A, 1
2022/8/18 上午 11:18:35,Members,Index,N/A, 1
2022/8/18 上午 11:18:47,Members,Details,7, 1
2022/8/18 上午 11:18:51,Members,Create,N/A, 1
2022/8/23 上午 09:04:06,HomeManager,Login,N/A, Guest
2022/8/23 上午 09:04:12,Home,Index,N/A, Guest
2022/8/23 上午 09:04:21,HomeManager,Login,N/A, Guest
2022/8/23 上午 09:04:55,Members,Index,N/A, Guest
2022/8/23 上午 09:04:55,Home,Index,N/A, Guest
2022/8/23 上午 09:05:28,HomeManager,Login,N/A, Guest
2022/8/23 上午 09:39:56,Home,Index,N/A, Guest
2022/8/23 上午 09:40:10,Employees,Index,N/A, Guest
2022/8/23 上午 09:40:10,Home,Index,N/A, Guest
2022/8/23 上午 09:40:31,Members,Index,N/A, Guest
2022/8/23 上午 09:40:31,Home,Index,N/A, Guest
2022/8/23 上午 09:41:15,Members,Index,N/A, Guest
2022/8/23 上午 09:41:25,Members,Details,1, Guest
2022/8/23 上午 09:44:21,Products,Index,N/A, Guest
2022/8/23 上午 09:46:23,Products,Index,N/A, Guest
2022/8/23 上午 09:49:27,HomeManager,Login,N/A, Guest
2022/8/23 上午 09:49:55,HomeManager,Login,N/A, Guest
2022/8/23 上午 09:49:55,HomeManager,Index,N/A, 1
2022/8/23 上午 09:50:27,Members,Index,N/A, 1
2022/8/23 上午 09:50:30,Products,Index,N/A, 1
2022/8/23 上午 09:50:40,HomeManager,Index,N/A, 1
2022/8/23 上午 09:50:42,Members,Index,N/A, 1
2022/8/23 上午 09:50:44,Products,Index,N/A, 1
2022/8/23 上午 09:51:15,Members,Create,N/A, 1
2022/8/23 上午 09:52:12,Members,Create,N/A, 1
2022/8/23 上午 09:52:13,Members,Index,N/A, 1
2022/8/23 上午 09:52:18,Members,Edit,1, 1
2022/8/23 上午 09:52:21,Members,Edit,2, 1
2022/8/23 上午 09:52:37,Members,Index,N/A, 1
2022/8/23 上午 09:52:39,Members,Details,1, 1
2022/8/23 上午 10:36:57,Products,Index,N/A, Guest
2022/8/23 上午 10:56:47,Products,Index,N/A, Guest
2022/8/23 上午 10:56:56,Products,Index,N/A, Guest
2022/8/23 上午 10:57:00,Products,Index,N/A, Guest
2022/8/23 上午 10:57:03,Products,Index,N/A, Guest
2022/8/23 上午 10:57:07,Products,Index,N/A, Guest
2022/8/23 上午 10:57:14,Products,Index,N/A, Guest
2022/8/23 上午 10:57:21,Products,Index,N/A, Guest
2022/8/23 上午 10:57:27,Products,Index,N/A, Guest
2022/8/23 上午 10:57:35,Products,Index,N/A, Guest
2022/8/23 上午 11:00:13,Products,Index,N/A, Guest
2022/8/23 上午 11:00:29,Products,Index,N/A, Guest
2022/8/23 上午 11:00:34,Products,Index,N/A, Guest
2022/8/23 上午 11:00:38,Products,Index,N/A, Guest
2022/8/23 上午 11:00:41,Products,Index,N/A, Guest
2022/8/23 上午 11:00:44,Products,Index,N/A, Guest
2022/8/23 上午 11:00:47,Products,Index,N/A, Guest
2022/8/23 上午 11:00:51,Products,Index,N/A, Guest
2022/8/23 上午 11:00:56,Products,Index,N/A, Guest
2022/8/23 上午 11:01:37,Products,Index,N/A, Guest
2022/8/23 上午 11:02:12,Products,Index,N/A, Guest
2022/8/23 上午 11:02:37,Products,Index,N/A, Guest
2022/8/23 上午 11:02:59,Products,Index,N/A, Guest
2022/8/23 上午 11:06:09,Products,Index,N/A, Guest
2022/8/23 上午 11:14:45,Products,Index,N/A, Guest
2022/8/23 上午 11:15:50,Products,Index,N/A, Guest
2022/8/23 上午 11:16:56,Products,Index,N/A, Guest
2022/8/23 上午 11:17:03,Products,Edit,A00010, Guest
2022/8/23 上午 11:31:30,Products,Details,N/A, Guest
2022/8/23 上午 11:31:36,Products,Details,A00010, Guest
2022/8/23 上午 11:31:49,Products,Details,A00010, Guest
2022/8/23 上午 11:32:06,Products,Index,N/A, Guest
2022/8/23 上午 11:32:08,Products,Details,A00003, Guest
2022/8/23 上午 11:35:25,Products,Index,N/A, Guest
2022/8/23 上午 11:35:28,Products,Details,A00006, Guest
2022/8/23 上午 11:35:53,Products,Index,N/A, Guest
2022/8/23 上午 11:37:08,Products,Index,N/A, Guest
2022/8/23 上午 11:37:10,Products,Details,A00001, Guest
2022/8/23 上午 11:37:35,Products,Details,A00001, Guest
2022/8/23 上午 11:41:18,Products,Details,A00001, Guest
2022/8/23 下午 01:26:17,Products,Index,N/A, Guest
2022/8/23 下午 01:29:36,Products,Index,N/A, Guest
2022/8/23 下午 01:33:37,Products,Index,N/A, Guest
2022/8/23 下午 01:35:07,Products,Index,N/A, Guest
2022/8/23 下午 01:38:05,Products,Index,N/A, Guest
2022/8/23 下午 01:38:16,Products,Index,N/A, Guest
2022/8/23 下午 01:45:32,Products,Create,N/A, Guest
2022/8/23 下午 01:45:41,Products,Index,N/A, Guest
2022/8/23 下午 01:45:43,Products,Details,A00001, Guest
2022/8/23 下午 01:45:47,Products,Index,N/A, Guest
2022/8/23 下午 01:45:48,Products,Details,A00001, Guest
2022/8/23 下午 01:57:37,Products,Details,A00003, Guest
2022/8/23 下午 01:57:40,Products,Details,A00005, Guest
2022/8/23 下午 01:57:43,Products,Details,A00008, Guest
2022/8/23 下午 01:57:45,Products,Details,A00011, Guest
2022/8/24 上午 08:47:04,Products,Index,N/A, Guest
2022/8/24 上午 08:49:27,Products,Index,N/A, Guest
2022/8/24 上午 08:49:57,Products,Create,N/A, Guest
2022/8/24 上午 08:51:37,Products,Create,N/A, Guest
2022/8/24 上午 08:54:30,Products,Create,N/A, Guest
2022/8/24 上午 09:04:24,Products,Create,N/A, Guest
2022/8/24 上午 09:11:46,Products,Create,N/A, Guest
2022/8/24 上午 09:15:29,Products,Create,N/A, Guest
2022/8/24 上午 09:17:00,Products,Create,N/A, Guest
2022/8/24 上午 09:17:04,Products,Index,N/A, Guest
2022/8/24 上午 09:17:06,Products,Details,A00001, Guest
2022/8/24 上午 09:17:08,Products,Details,A00006, Guest
2022/8/24 上午 09:19:03,Products,Create,N/A, Guest
2022/8/24 上午 09:37:20,Products,Details,A00012, Guest
2022/8/24 上午 09:37:24,Products,Details,A00008, Guest
2022/8/24 上午 10:02:58,Products,Index,N/A, Guest
2022/8/24 上午 10:03:06,Products,Details,A00008, Guest
2022/8/24 上午 10:03:08,Products,Details,A00012, Guest
2022/8/24 上午 10:03:11,Products,Details,A00013, Guest
2022/8/24 上午 10:05:28,Products,Details,A00003, Guest
2022/8/24 上午 10:05:30,Products,Details,A00001, Guest
2022/8/24 上午 10:05:33,Products,Details,A00007, Guest
2022/8/24 上午 10:06:00,Products,Index,N/A, Guest
2022/8/24 上午 10:13:18,Products,Index,N/A, Guest
2022/8/24 上午 10:13:21,Products,Details,A00001, Guest
2022/8/24 上午 10:14:32,Products,Create,N/A, Guest
2022/8/24 上午 10:14:35,Products,Create,N/A, Guest
2022/8/24 上午 10:14:51,Products,Create,N/A, Guest
2022/8/24 上午 10:15:16,Products,Create,N/A, Guest
2022/8/24 上午 10:15:29,Products,Index,N/A, Guest
2022/8/24 上午 10:15:32,Products,Create,N/A, Guest
2022/8/24 上午 10:16:09,Products,Index,N/A, Guest
2022/8/24 上午 10:16:28,Products,Index,N/A, Guest
2022/8/24 上午 10:16:29,Products,Create,N/A, Guest
2022/8/24 上午 10:16:44,Products,Create,N/A, Guest
2022/8/24 上午 10:17:09,Products,Details,A00001, Guest
2022/8/24 上午 10:17:12,Products,Create,N/A, Guest
2022/8/24 上午 10:17:18,Products,Create,N/A, Guest
2022/8/24 上午 10:17:35,Products,Index,N/A, Guest
2022/8/24 上午 10:17:40,Products,Create,N/A, Guest
2022/8/24 上午 10:17:59,Products,Create,N/A, Guest
2022/8/24 上午 10:17:59,Products,Index,N/A, Guest
2022/8/24 上午 10:18:08,Products,Create,N/A, Guest
2022/8/24 上午 10:18:22,Products,Create,N/A, Guest
2022/8/24 上午 10:18:25,Products,Create,N/A, Guest
2022/8/24 上午 10:18:26,Products,Create,N/A, Guest
2022/8/24 上午 10:18:38,Products,Create,N/A, Guest
2022/8/24 上午 10:18:41,Products,Details,A00001, Guest
2022/8/24 上午 10:19:13,Products,Create,N/A, Guest
2022/8/24 上午 10:19:14,Products,Create,N/A, Guest
2022/8/24 上午 10:19:19,Products,Create,N/A, Guest
2022/8/24 上午 10:19:21,Products,Create,N/A, Guest
2022/8/24 上午 10:20:02,Products,Create,N/A, Guest
2022/8/24 上午 10:20:23,Products,Create,N/A, Guest
2022/8/24 上午 10:20:23,Products,Index,N/A, Guest
2022/8/24 上午 10:20:43,Products,Create,N/A, Guest
2022/8/24 上午 10:20:45,Products,Create,N/A, Guest
2022/8/24 上午 10:21:03,Products,Create,N/A, Guest
2022/8/24 上午 10:21:05,Products,Create,N/A, Guest
2022/8/24 上午 10:23:00,Products,Index,N/A, Guest
2022/8/24 上午 10:23:42,Products,Index,N/A, Guest
2022/8/24 上午 10:26:18,Products,Index,N/A, Guest
2022/8/24 上午 10:26:29,Products,Index,N/A, Guest
2022/8/24 上午 10:27:29,Products,Details,A00001, Guest
2022/8/24 上午 10:30:02,Products,Index,N/A, Guest
2022/8/24 上午 10:31:48,Products,Details,A00003, Guest
2022/8/24 上午 10:33:03,Products,Details,A00003, Guest
2022/8/24 上午 10:33:13,Products,Details,A00001, Guest
2022/8/24 上午 10:34:09,Home,Index,N/A, Guest
2022/8/24 上午 10:34:21,Products,Index,N/A, Guest
2022/8/24 上午 10:34:41,Products,Index,N/A, Guest
2022/8/24 上午 10:34:46,Products,Create,N/A, Guest
2022/8/24 上午 10:36:08,Products,Index,N/A, Guest
2022/8/24 上午 10:36:16,Products,Create,N/A, Guest
2022/8/24 上午 10:36:19,Products,Create,N/A, Guest
2022/8/24 上午 10:36:37,Products,Create,N/A, Guest
2022/8/24 上午 10:36:54,Products,Create,N/A, Guest
2022/8/24 上午 10:36:54,Products,Index,N/A, Guest
2022/8/24 上午 10:37:01,Products,Create,N/A, Guest
2022/8/24 上午 10:37:06,Products,Create,N/A, Guest
2022/8/24 上午 10:37:12,Products,Create,N/A, Guest
2022/8/24 上午 10:37:36,Products,Create,N/A, Guest
2022/8/24 上午 10:38:11,Products,Create,N/A, Guest
2022/8/24 上午 10:38:19,Products,Create,N/A, Guest
2022/8/24 上午 10:38:21,Products,Create,N/A, Guest
2022/8/24 上午 10:39:01,Products,Create,N/A, Guest
2022/8/24 上午 10:39:02,Products,Create,N/A, Guest
2022/8/24 上午 10:39:07,Products,Create,N/A, Guest
2022/8/24 上午 10:40:00,Products,Create,N/A, Guest
2022/8/24 上午 10:40:18,Products,Index,N/A, Guest
2022/8/24 上午 10:40:25,Products,Create,N/A, Guest
2022/8/24 上午 10:40:27,Products,Create,N/A, Guest
2022/8/24 上午 10:41:19,Home,Index,N/A, Guest
2022/8/24 上午 10:41:24,Products,Index,N/A, Guest
2022/8/24 上午 10:41:32,Products,Create,N/A, Guest
2022/8/24 上午 10:41:33,Products,Create,N/A, Guest
2022/8/24 上午 10:46:12,Home,Index,N/A, Guest
2022/8/24 上午 10:46:16,Products,Index,N/A, Guest
2022/8/24 上午 10:46:24,Products,Create,N/A, Guest
2022/8/24 上午 10:46:26,Products,Create,N/A, Guest
2022/8/24 上午 10:46:35,HomeManager,Index,N/A, Guest
2022/8/24 上午 10:46:35,Home,Index,N/A, Guest
2022/8/24 上午 11:08:35,Products,Index,N/A, Guest
2022/8/24 上午 11:08:36,Products,Create,N/A, Guest
2022/8/24 上午 11:08:43,Products,Create,N/A, Guest
2022/8/24 上午 11:08:43,Products,Index,N/A, Guest
2022/8/24 上午 11:08:51,Products,Create,N/A, Guest
2022/8/24 上午 11:08:52,Products,Create,N/A, Guest
2022/8/24 上午 11:11:30,Products,Index,N/A, Guest
2022/8/24 上午 11:11:32,Products,Details,A00001, Guest
2022/8/24 上午 11:11:33,Products,Edit,A00001, Guest
2022/8/24 上午 11:11:47,Products,Edit,A00001, Guest
2022/8/24 上午 11:16:13,Products,Edit,A00001, Guest
2022/8/24 上午 11:17:20,Products,Index,N/A, Guest
2022/8/24 上午 11:17:22,Products,Details,A00001, Guest
2022/8/24 上午 11:17:23,Products,Edit,A00001, Guest
2022/8/24 上午 11:17:57,Products,Edit,A00001, Guest
2022/8/24 上午 11:18:03,Products,Index,N/A, Guest
2022/8/24 上午 11:18:06,Products,Details,A00001, Guest
2022/8/24 上午 11:18:48,Products,Index,N/A, Guest
2022/8/24 上午 11:18:50,Products,Details,A00001, Guest
2022/8/24 上午 11:18:51,Products,Edit,A00001, Guest
2022/8/24 上午 11:19:14,Products,Index,N/A, Guest
2022/8/24 上午 11:19:15,Products,Create,N/A, Guest
2022/8/24 上午 11:21:03,Products,Index,N/A, Guest
2022/8/24 上午 11:21:10,Products,Create,N/A, Guest
2022/8/24 上午 11:21:13,Products,Details,A00001, Guest
2022/8/24 上午 11:21:14,Products,Edit,A00001, Guest
2022/8/24 上午 11:21:21,Products,Create,N/A, Guest
2022/8/24 上午 11:23:04,Products,Details,A00005, Guest
2022/8/24 上午 11:23:05,Products,Edit,A00005, Guest
2022/8/24 上午 11:24:46,Home,Index,N/A, Guest
2022/8/24 上午 11:25:03,Products,Index,N/A, Guest
2022/8/24 上午 11:25:10,Products,Details,A00001, Guest
2022/8/24 上午 11:25:11,Products,Edit,A00001, Guest
2022/8/24 上午 11:37:39,Products,Index,N/A, Guest
2022/8/24 上午 11:37:49,Products,Details,A00001, Guest
2022/8/24 上午 11:37:50,Products,Edit,A00001, Guest
2022/8/24 上午 11:37:57,Products,Edit,A00001, Guest
2022/8/24 上午 11:38:13,Products,Details,B00003, Guest
2022/8/24 上午 11:38:14,Products,Edit,B00003, Guest
2022/8/24 上午 11:40:09,Products,Edit,B00003, Guest
2022/8/24 上午 11:40:18,Products,Edit,B00003, Guest
2022/8/24 上午 11:41:58,Home,Index,N/A, Guest
2022/8/24 上午 11:42:08,Home,Index,N/A, Guest
2022/8/24 上午 11:42:10,Products,Index,N/A, Guest
2022/8/24 上午 11:42:12,Products,Details,A00001, Guest
2022/8/24 上午 11:42:13,Products,Edit,A00001, Guest
2022/8/24 上午 11:42:27,Products,Edit,A00001, Guest
2022/8/24 上午 11:42:30,Products,Edit,A00001, Guest
2022/8/24 上午 11:42:30,Products,Index,N/A, Guest
2022/8/24 上午 11:42:33,Products,Details,A00002, Guest
2022/8/24 上午 11:42:34,Products,Edit,A00002, Guest
2022/8/24 上午 11:42:39,Products,Edit,A00002, Guest
2022/8/24 上午 11:42:39,Products,Index,N/A, Guest
2022/8/24 上午 11:42:43,Products,Details,A00002, Guest
2022/8/24 上午 11:42:45,Products,Details,B00003, Guest
2022/8/24 上午 11:42:47,Products,Edit,B00003, Guest
2022/8/24 上午 11:42:56,Products,Edit,B00003, Guest
2022/8/24 上午 11:42:56,Products,Index,N/A, Guest
2022/8/24 上午 11:43:32,Products,Details,A00006, Guest
2022/8/24 上午 11:43:34,Products,Edit,A00006, Guest
2022/8/24 上午 11:43:37,Products,Create,N/A, Guest
2022/8/24 上午 11:43:38,Products,Create,N/A, Guest
2022/8/24 上午 11:51:32,Products,Index,N/A, Guest
2022/8/24 上午 11:51:47,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:51:48,Products,Index,N/A, Guest
2022/8/24 上午 11:51:49,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:51:49,Products,Index,N/A, Guest
2022/8/24 上午 11:51:51,Products,ProductStatusChange,A00002, Guest
2022/8/24 上午 11:51:51,Products,Index,N/A, Guest
2022/8/24 上午 11:51:52,Products,ProductStatusChange,A00002, Guest
2022/8/24 上午 11:51:52,Products,Index,N/A, Guest
2022/8/24 上午 11:52:14,Products,Details,B00003, Guest
2022/8/24 上午 11:52:15,Products,Edit,B00003, Guest
2022/8/24 上午 11:52:24,Products,Edit,B00003, Guest
2022/8/24 上午 11:52:24,Products,Index,N/A, Guest
2022/8/24 上午 11:52:28,Products,Details,B00003, Guest
2022/8/24 上午 11:52:32,Products,ProductStatusChange,B00003, Guest
2022/8/24 上午 11:52:32,Products,Index,N/A, Guest
2022/8/24 上午 11:52:47,Products,Create,N/A, Guest
2022/8/24 上午 11:52:48,Products,Create,N/A, Guest
2022/8/24 上午 11:53:42,Products,Index,N/A, Guest
2022/8/24 上午 11:53:52,Products,Index,N/A, Guest
2022/8/24 上午 11:53:54,Products,Create,N/A, Guest
2022/8/24 上午 11:55:45,Products,Create,N/A, Guest
2022/8/24 上午 11:55:47,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:55:47,Products,Index,N/A, Guest
2022/8/24 上午 11:55:49,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:55:49,Products,Index,N/A, Guest
2022/8/24 上午 11:55:50,Products,Details,A00001, Guest
2022/8/24 上午 11:55:51,Products,Edit,A00001, Guest
2022/8/24 上午 11:55:56,Products,Edit,A00001, Guest
2022/8/24 上午 11:55:56,Products,Index,N/A, Guest
2022/8/24 上午 11:55:59,HomeManager,Index,N/A, Guest
2022/8/24 上午 11:55:59,Home,Index,N/A, Guest
2022/8/24 上午 11:56:01,HomeManager,Login,N/A, Guest
2022/8/24 上午 11:56:09,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:56:09,Products,Index,N/A, Guest
2022/8/24 上午 11:56:12,Products,Details,A00001, Guest
2022/8/24 上午 11:56:38,Products,ProductStatusChange,A00001, Guest
2022/8/24 上午 11:56:38,Products,Index,N/A, Guest
2022/8/24 上午 11:56:40,Products,Details,A00001, Guest
2022/8/24 上午 11:56:41,Products,Edit,A00001, Guest
2022/8/24 上午 11:56:51,Products,Index,N/A, Guest
2022/8/24 下午 01:23:05,Products,Index,N/A, Guest
2022/8/24 下午 01:23:06,Products,Create,N/A, Guest
2022/8/24 下午 01:23:10,Products,Details,A00001, Guest
2022/8/24 下午 01:23:12,Products,Edit,A00001, Guest
2022/8/24 下午 01:28:38,Products,Index,N/A, Guest
2022/8/24 下午 01:28:39,Products,Create,N/A, Guest
2022/8/24 下午 01:29:43,Products,Details,A00001, Guest
2022/8/24 下午 01:29:44,Products,Edit,A00001, Guest
2022/8/24 下午 01:32:09,Products,Edit,A00001, Guest
2022/8/24 下午 01:32:35,Products,Edit,A00001, Guest
2022/8/24 下午 01:32:47,Products,Index,N/A, Guest
2022/8/24 下午 01:32:48,Products,Create,N/A, Guest
2022/8/24 下午 02:43:27,Members,Create,N/A, Guest
2022/8/24 下午 02:43:27,Home,Index,N/A, Guest
2022/8/24 下午 02:43:39,Members,Index,N/A, Guest
2022/8/24 下午 02:43:39,Home,Index,N/A, Guest
2022/8/24 下午 02:43:42,HomeManager,Login,N/A, Guest
2022/8/24 下午 02:44:09,Members,Index,N/A, Guest
2022/8/24 下午 02:44:09,Home,Index,N/A, Guest
2022/8/24 下午 02:44:14,Products,Index,N/A, Guest
2022/8/25 上午 08:56:50,Home,Index,N/A, Guest
2022/8/25 上午 09:02:42,Home,ProductList,N/A, Guest
2022/8/25 上午 09:10:24,Home,ProductList,N/A, Guest
2022/8/25 上午 09:17:09,Home,ProductList,N/A, Guest
2022/8/25 上午 09:17:42,Home,Index,N/A, Guest
2022/8/25 上午 09:17:44,Home,ProductList,N/A, Guest
2022/8/25 上午 09:17:54,Products,Index,N/A, Guest
2022/8/25 上午 09:17:58,Products,ProductStatusChange,A00006, Guest
2022/8/25 上午 09:17:58,Products,Index,N/A, Guest
2022/8/25 上午 09:18:01,Products,ProductStatusChange,A00005, Guest
2022/8/25 上午 09:18:01,Products,Index,N/A, Guest
2022/8/25 上午 09:18:03,Products,ProductStatusChange,A00008, Guest
2022/8/25 上午 09:18:03,Products,Index,N/A, Guest
2022/8/25 上午 09:19:12,Home,ProductList,N/A, Guest
2022/8/25 上午 09:19:13,Home,ProductList,N/A, Guest
2022/8/25 上午 09:20:16,Home,ProductList,N/A, Guest
2022/8/25 上午 09:20:32,Home,ProductList,N/A, Guest
2022/8/25 上午 09:20:41,Products,ProductStatusChange,A00001, Guest
2022/8/25 上午 09:20:41,Products,Index,N/A, Guest
2022/8/25 上午 09:20:45,Home,ProductList,N/A, Guest
2022/8/25 上午 09:20:49,Products,ProductStatusChange,A00001, Guest
2022/8/25 上午 09:20:49,Products,Index,N/A, Guest
2022/8/25 上午 09:20:51,Home,ProductList,N/A, Guest
2022/8/25 上午 09:21:47,Home,ProductList,N/A, Guest
2022/8/25 上午 09:29:09,Home,ProductList,N/A, Guest
2022/8/25 上午 09:29:32,Home,ProductList,N/A, Guest
2022/8/25 上午 09:37:48,Home,ProductList,N/A, Guest
2022/8/25 上午 09:42:55,Home,ProductList,N/A, Guest
2022/8/25 上午 11:09:49,Home,ProductList,N/A, Guest
2022/8/25 上午 11:17:31,Home,ProductList,N/A, Guest
2022/8/25 上午 11:29:45,Home,ProductList,N/A, Guest
2022/8/25 上午 11:30:00,Home,ProductList,N/A, Guest
2022/8/25 上午 11:58:16,Home,ProductList,N/A, Guest
2022/8/25 下午 12:00:25,Home,ProductList,N/A, Guest
2022/8/25 下午 12:01:09,Home,ProductList,N/A, Guest
2022/8/25 下午 12:01:22,Home,ProductList,N/A, Guest
2022/8/25 下午 12:01:26,Home,ProductList,N/A, Guest
2022/8/25 下午 12:01:49,Home,ProductList,N/A, Guest
2022/8/25 下午 12:01:52,Home,ProductList,N/A, Guest
2022/8/30 上午 09:19:40,Members,Index,N/A, Guest
2022/8/30 上午 09:19:40,Home,Index,N/A, Guest
2022/8/30 上午 09:19:52,Products,Index,N/A, Guest
2022/8/30 上午 09:20:05,Products,Details,A00001, Guest
2022/8/30 上午 09:20:17,Products,ProductStatusChange,B00003, Guest
2022/8/30 上午 09:20:17,Products,Index,N/A, Guest
2022/8/30 上午 09:20:49,Products,ProductStatusChange,A00001, Guest
2022/8/30 上午 09:20:49,Products,Index,N/A, Guest
2022/8/30 上午 09:20:50,Products,ProductStatusChange,A00001, Guest
2022/8/30 上午 09:20:50,Products,Index,N/A, Guest
2022/8/30 上午 09:20:51,Products,Details,A00001, Guest
2022/8/30 上午 09:21:12,Products,Details,A00001, Guest
2022/8/30 上午 09:21:13,Products,Edit,A00001, Guest
2022/8/30 上午 09:24:02,Products,Details,A00001, Guest
2022/8/30 下午 02:39:41,Products,Index,N/A, Guest
2022/8/30 下午 02:39:49,HomeManager,Index,N/A, Guest
2022/8/30 下午 02:39:49,Home,Index,N/A, Guest
2022/8/30 下午 02:39:57,Home,ProductList,N/A, Guest
2022/8/30 下午 03:53:38,Home,ProductList,N/A, Guest
2022/8/30 下午 04:34:14,Home,ProductList,N/A, Guest
2022/8/30 下午 04:35:18,Products,Edit,N/A, Guest
2022/8/30 下午 04:35:31,Products,Index,N/A, Guest
